posts,angry,fear,happy,neutral,sad,surprise,type
证据法老师真的好好啊！温柔又体贴，特别为学生着想大爱lxh ,0.0,0.0,1.0,0.0,0.0,0.0,INFJ
[address]图书馆五年前来是为了高考，时间好快好快初试成绩倒计时：[num]天 ,0.25,0.0,0.18,0.1,0.28,0.19,ESFP
喜欢一个人缩在角落里大口吃东西暗暗的外面下雨我捧着一碗饭面条炒菜炒肉拿着勺子舀着吃但是不喜欢仓鼠适合开个小店当老板每天理货收银打扫卫生就可以了 ,0.13,0.0,0.51,0.22,0.27,0.0,ISFJ
以前的我:拖鞋＞老头凉鞋＞＞洞洞鞋 洞洞鞋也太土了！ 现在的我:香！香！ ,0.41,0.0,0.28,0.12,0.21,0.13,INTP
告诉自己不要生气，xhs和dy上都是傻逼，去辟谣结果被阴阳怪气，造谣成本真的太低了吧，而且[name]从没没营销自己的颜值，一直也是说走歌手这条路，啊啊啊啊啊啊傻逼都给我去死 ,1.0,0.0,0.0,0.0,0.0,0.0,ENFP
饭店里一共六张桌子这b男的就非得做我对面扫我桌子上的码也不点餐假装跟我一桌防止让人轰出去，我草啊，男的 ,1.0,0.0,0.0,0.0,0.0,0.06,ENTP
#家长炮轰中国奇谭#要你管？谁不是从小孩过来的，我寻思我小时候看过喜羊羊与灰太狼、斗龙战士、铠甲勇士、飓风战魂、中华小当家等也没形成不正确的价值啊，你可以为孩子选择适合其年龄的动画片啊 ,0.65,0.0,0.0,0.19,0.08,0.14,INFP
牙齿好不舒服就是感觉咬合影响吃饭睡觉了…计划先看蛀牙，拔牙补牙再去搞牙套 ,0.37,0.05,0.0,0.15,0.48,0.0,INFP
l_haon[name]认识mute一周年！愿戏剧之神永远眷顾舞台上热情的灵魂 [address]·上海戏剧学院华山路校区 ,0.0,0.0,0.79,0.18,0.0,0.07,INFJ
do some practice ～～～～🥁 samtenskyie的微博视频 ,0.0,0.0,0.42,0.46,0.0,0.12,INTJ
#[name]一年一句出圈名台词#[name]完全是神仙姐姐啊好厉害好漂亮 ,0.0,0.07,0.86,0.0,0.0,0.15,INFP
嘻嘻生化你是一坨大史我恨你枉费我背的那么苦花那么多时间和精力啊啊啊啊啊啊别给我挂了呜呜呜呜艸 ,0.79,0.0,0.0,0.05,0.38,0.0,ESTP
做了一个梦 梦见有一个很爱我的人一直默默帮我 胆我不知情我爱上了一个渣女之后很多年我才知道我错过了她 ,0.0,0.0,0.06,0.07,0.72,0.17,INFP
对于一个不爱吃零食的人来说 每次进超市买零食就像个无头苍蝇一样到处转 最后买的只有果冻和辣条哈哈哈哈 ,0.07,0.0,0.89,0.0,0.21,0.09,ENTP
我觉得我是真的觉得自己好孤单 我好怕寂寞 但同时我真的想一个人待着然后干脆不要有任何交流也不会给我任何机会让我去思考自己的孤单 ,0.0,0.2,0.0,0.0,0.92,0.0,INFJ
突然有好多朋友开始骑车了 现在晚上一刷朋友圈 连着好几条都是骑车的 我这个朋友 上次我俩见面她说有这个想法 现在一晚上都骑[num]多公里了 救命 骑车到底有什么魔力 ,0.17,0.11,0.0,0.0,0.23,0.38,ENFJ
疫情结束后回家去[address]去[address]再随便去个地方我想出去玩啊我要憋疯了 ,0.89,0.08,0.0,0.0,0.2,0.0,INFP
关了灯想躺上床一边吃半熟芝士一边玩消消乐摸黑 我坐在了半熟芝士上面我的羊毛大衣完美覆盖了它们 ,0.0,0.0,0.86,0.08,0.09,0.08,ISFP
亲们没想到家跑都结局了还能被送上热搜，那想知道会晕多美游戏多丑的都来看看吧 ,0.11,0.0,0.52,0.05,0.12,0.25,INFP
#八角笼中票房破[num]亿#其中有我一张票🥹蛮好看 喜欢一些happy ending ,0.0,0.0,0.98,0.0,0.0,0.0,ISFP
坐了这么多次火车去[address]，这次是最有安全感的一次。因为一车厢全是当兵的... ,0.0,0.0,0.69,0.22,0.07,0.05,ENFP
#迪丽热巴三登精彩ok封面# dlrb#迪丽热巴# 就一个字 酷！@dear-迪丽热巴 ,0.0,0.0,0.94,0.0,0.0,0.14,INFP
首先，我吃了一根随变冰激凌，扎嘴。其次，抖音刷到了一对情侣👬，超级配，甜疯了我了。我好像老是喜欢是男t…嗯是这样的。这是至今暗恋的人一个没谈过的原因之一。但是，他（们真的很可爱啊🥺。 ,0.0,0.0,0.9,0.0,0.0,0.06,INFP
气死我了她们都说我的鞋像老奶奶！多好看啊！今年不就流行这种吗 ,1.0,0.0,0.0,0.0,0.05,0.15,ESFJ
昨天闲着又去搜了青衫湿透，风从哪里来。我喜欢她写的粗糙而鲜活的细节。但看得很浅，也没看完，我已经轻易不会让小说再痛击我。后面搜到这部是双结局，双be。jesus 什么人间惨剧，都双结局了竟然还双be ,0.22,0.0,0.16,0.0,0.36,0.35,ISTP
#平凡生活的点滴# [num]-[num]，陶艺+风筝日 ,0.0,0.0,0.56,0.38,0.1,0.08,ISFJ
不是。总不可能一场soul power我都看不到吧？。一定会抢到一次的…宝宝你 ,0.11,0.0,0.3,0.11,0.31,0.18,ENFP
刚剑我爱你 原本以为这周双休没了 谢谢你又让我重新拥有了🫰 ,0.0,0.0,0.89,0.0,0.22,0.06,ESFJ
工作日最快乐的日子就是收谷子——我的月海舞写到了呜呜呜呜晚点来扫图 ,0.14,0.0,0.75,0.0,0.25,0.0,INFJ
祝温油漂酿的铭琪宝宝：福如东海大石头，寿比南山小乌龟新的一岁，继续自由恣意、独立勇敢。我会在每一个有意义的时刻，远隔山海与你共存，生日快乐，my girl！ ,0.12,0.0,1.0,0.0,0.0,0.0,ESFP
复盘了一下这学期真的过度工作了 感觉是个人都疯了🏳️怪不得现在大犯病… 希望能活着吧 ,0.47,0.07,0.06,0.0,0.44,0.0,INTP
本周我完成了连续[num]天铁粉打卡，与@o[name] 的铁粉值额外增加[num]分！ ,0.0,0.0,0.59,0.36,0.0,0.0,ISTJ
学到一个比利益金钱雅一点的词关于布施对客户布施，会得到成单对同性布施，会得到友情对婚姻布施，会得到稳固的家庭人的本性是自私，反人性而利他，才能得到自己想要的 ,0.07,0.0,0.56,0.45,0.0,0.0,ENFP
對編劇就很無語 為什麼要給cathy一個為了父親才想努力工作的設定 為什麼就不能是本身有野心 ,0.75,0.0,0.0,0.0,0.34,0.08,ISTP
听歌剧，听到男声唱了一声“达咩——”，然后女声跟了一句“达咩————”，我记得我听的是意大利语哈，， ,0.0,0.0,0.47,0.21,0.0,0.28,ENFP
好了这下必须睡了，我要养精蓄锐下午看老乡minji回归，晚上为我琳潜入敌方刺探，把我忙得呀🙏 ,0.0,0.0,0.75,0.11,0.09,0.0,INFJ
#苍兰诀# 同期的故事依旧是最喜欢《月升沧海》，但是苍兰诀的结局比月好太多，好希望这部剧可以走向国外，立意很好，世界好像纷争不断，而立足高位却心怀慈悲才是最伟大的救赎。“我爱世人，也爱一人”神之所以为神，莫过于此了，喜欢这部剧挑一个我最喜欢的画面作为配图叭！ ,0.0,0.0,1.0,0.0,0.0,0.0,ENTP
所以心里始终有一个警钟。女性，无论在任何时候，都要充满野心。永远不要追求容易的人生，哪怕很辛苦，也要奔往更好的地方。工作是，爱情是，人生也如是。 ,0.0,0.0,0.87,0.2,0.0,0.0,ENTP
放清明节之前不能再看梦女厕了。。倒不是感同身受而是太有吸引力了。。看得我津津有味脑子里全都是各种细节。。要月考前戒断了。。清明节再和大家一起来上坟。 ,0.11,0.0,0.58,0.2,0.19,0.05,ENFJ
#终极三国#看到这个词条上热搜比我中彩票还震惊但是终极三国真的很好看！！（只有一点点炎亚纶）又热血又励志又搞笑 亲情友情爱情都描写得很好 ,0.0,0.05,0.93,0.0,0.0,0.09,ISFJ
#张泽禹c位出道# #张泽禹 乐队灵魂#登陆计划《齿轮》—《上瘾（overdose)》直拍tiktok cut[num].[num].[num]@tf家族-张泽禹 张泽禹的唱片集的微博视频 ,0.0,0.14,0.2,0.68,0.0,0.09,ISTJ
昨儿在超市看到了这个，德亚牛奶。因为是[name]代言的没多想就拿着了，我不喝这个，就给我妈了。刚她发消息说，就是当年从奶牛饲养场打回来的散装牛奶那味道，太纯正了。[name]真是太好了。 ,0.0,0.0,0.78,0.1,0.0,0.14,ESFP
明天休息 我今天剪了[num]个视频 今天发[num]明天发[num] 又是努力工作的一天 不说了 直播去 ,0.16,0.0,0.58,0.09,0.28,0.0,ESFJ
yw姐：班里的姐妹们睡得怎么都那么早清明三天假期→清明四天假期，然而我还是不想返校只要回家，我就不想移动回学校了 ,0.26,0.0,0.0,0.08,0.61,0.0,INFP
#高校按就餐记录隐去姓名给学生打饭钱#挺好的，有漏洞的地方就慢慢改进呗。那些何不食肉糜的人应该多去看看一些公益扶贫纪录片，睁开你的眼睛看看这世界上还有多少人从小吃不饱饭营养不良的🙏 ,0.38,0.0,0.24,0.24,0.14,0.0,ENFJ
老实说每次出门玩这些大同小异的景色都会不断提醒过我，啊这里我和谁来过，那里我和谁来过，不喜欢这样，我得找一个，啊这里我和你上次来过现在不一样了明年我还和你一起来 ,0.21,0.0,0.18,0.08,0.52,0.0,INTJ
真的不能直接跟hr说我是estj，且太阳和金星都落入第十宫，让他直接跟ceo商量商量给我个高管当当吗？？？？？？？？？我已经疯啦嘻嘻 ,0.96,0.0,0.06,0.05,0.0,0.08,ESTJ
dy破[num]粉啦眼睁睁看着涨粉的谢谢你啦 吹吹的非npc日常的微博视频 ,0.0,0.0,0.98,0.0,0.0,0.06,ISTP
我也希望有人可以来参加我毕业典礼，但并没有。不出意外应该这是我人生最后一个毕业典礼了。 ,0.09,0.0,0.27,0.13,0.54,0.14,INTJ
再就业男团   虽然但是，只有我想知道那个鸡蛋焖子是什么吗啊啊啊！看虎吉吃感觉好好吃的样子，好想吃啊！吃不到我真的会哭呜呜呜！比糊糊哭的惨的那种所以是只能自己做吗 ,0.09,0.1,0.0,0.0,0.91,0.0,ESFJ
@绷带罐头[num]号 我正在#微博跨年狂欢节#预约[num]跨年嘉宾，可以冲跨年晚会现场门票！快来和我一起参与吧！ ~ 微博跨年狂欢节 ,0.0,0.0,0.69,0.22,0.0,0.09,INFJ
[num].[num].[num]和妹妹在鸣沙山p[num]一人花了[num]块拍的合照 ,0.0,0.0,0.37,0.43,0.16,0.2,INFJ
#九义人# 一口气追到第十二集，这个娄夫人的演员怎么老演这种拎不清的角色，刚出来还以为这次是意外 ,0.22,0.15,0.0,0.08,0.09,0.59,INFJ
啊啊啊啊我是不是不应该抱怨那么多啊 任谁👂都会烦吧好的 我尽量少说 我在微博说 不去打扰别人了 ,0.89,0.0,0.0,0.0,0.15,0.0,INFJ
下错车，坐错站。。。。打完九价第三针我的脑子就没了啊啊啊啊 ,0.51,0.06,0.0,0.08,0.43,0.0,INFJ
神经病啊打厨子干嘛我的蝴蝶肋骨老师我真的碎了我真的烦死了 我的电子安慰所我真的碎了唯粉姐姐们我是真的服了 ,0.98,0.0,0.0,0.0,0.06,0.0,ENFP
老师，我们泰容这种长得帅又live强还会自己作词作曲的solo多就是应该的啊😌多让人安心一孩子 ,0.0,0.0,1.0,0.0,0.0,0.0,INFJ
#[name]一口气发了[num]张照片#你怎么知道[name]粉丝吃这么好 ,0.0,0.0,0.28,0.14,0.0,0.55,ESTJ
my杂货铺买家没付dj口头预留并且没有具体说预留几天，卖家把卡出给别人了没告诉买家算跑单吗？ ,0.59,0.0,0.0,0.23,0.1,0.25,INFP
#怀孕去不了团建结果要扣工资#因为怀孕去不了团建，结果公司要扣工资这公司基本要倒闭了，很无语~看看网友们的评论~ ,0.79,0.0,0.0,0.0,0.35,0.0,INFP
突然发现脸上有根毛有点长，很难不怀疑是用了烟酰胺导致的，还有说少数人会长，我是少数人？这玩意儿真的会长毛吗 ,0.11,0.15,0.0,0.0,0.0,0.68,INFP
为什么我买资料总遇上这种人啊 [num]应该不会被骗吧 要不我试试？他们的话术为什么都一样啊 我擦 ,0.83,0.0,0.0,0.0,0.08,0.17,ENFJ
科三 第三天很希望自己再多长两双眼睛一双看左边 一双看右边 一双看前边 ,0.0,0.0,0.65,0.1,0.27,0.0,ESFP
#[name]#各位，大喜的数据要做起来，看见什么动态都自发转赞评吧。我们一起做大喜坚强的后盾。 ,0.0,0.0,0.86,0.16,0.0,0.0,INTJ
原神 #原神[num].[num]# #原神三周年# #向深水中的晨星# 《原神》[num].[num]版本「向深水中的晨星」现已开启！原神签到活动现已上线，快去看看吧~ 《原神》[num]天签到礼包 ,0.0,0.0,0.42,0.47,0.0,0.1,ISTP
本来想买一张二手的[name]演唱会门票，看了价格被劝退了，翻倍都不止，粉丝真的很有钱 ,0.31,0.0,0.39,0.08,0.29,0.11,INTJ
milklove love喜欢直接找milk，这样就可以把脑袋直接靠在milk的肩膀/后背上了（爱妹好粘人） 伤心小饼儿的微博视频 ,0.13,0.11,0.47,0.17,0.42,0.0,INFJ
发一些王哥王姐的疯[name]真的好美 四肢纤细 不是刻意的瘦 也不柴 而是天生的瘦的感觉好配 锁死 ,0.0,0.0,0.89,0.0,0.09,0.15,INFJ
#[address][address]二年级女生遭[num]人校园霸凌#什么是轻度拍打？[address][address]的官方就这么处理？ ,0.43,0.08,0.0,0.29,0.0,0.38,INFP
壶妹市场出随心配啊什么都有哦吧唧，饭制小卡，贴纸，便利贴，照片，随身镜，价格可以自己选哦！！快私我！！！求求让孩子出掉吧！！回血啊 ,0.87,0.0,0.05,0.07,0.06,0.0,ENFJ
檀健次∥#檀健次# tjc#檀健次正能量# 我是esfp-t表演者我没记错的话跟多多的提倡者很搭哦@mic檀健次jc-t 次 晚安 ,0.0,0.0,0.88,0.09,0.0,0.07,ESFP
妈呀丽娅和萨菲罗斯do的时候，丽娅说“太多了”的时候，我真的瑟爆！！！ ,0.6,0.16,0.11,0.05,0.0,0.16,ISTJ
突然想起了西瓜泡泡糖的味道，就是小时候吃的中间有一小块红色长条的糖，剩下的包裹着他的绿色都是泡泡糖 ,0.0,0.0,0.17,0.34,0.24,0.23,ENFP
难道只有我[num]了还在看举重妖精金福珠吧，真的嗑死我了，就看了这部，就不想看其他的了 ,0.54,0.0,0.0,0.06,0.4,0.2,ENFJ
又开始了小时候，很长一段时间，我的思想和行为是分开的，行为永远慢于思想，无论怎么加快 都没有任何变化现在，偶尔会发生身体失控，有种莫名的气愤和不爽在里面。无法控制身体的感觉真的超级难受。就是我还是我，但我的身体不属于我，怎么办都没办法。 ,0.35,0.0,0.0,0.0,0.74,0.0,ISFP
关于没买多少但是拎得手废掉这件事结账的时候手都是抖的 努力克制手抖太好笑了感觉真好久不用吃外卖了在平平无奇的一个下班后的白天 本人终于去逛菜市场并分类放到冰箱忙到现在然后本i人环顾干净整洁的小窝开始由衷地感觉到幸福 并感恩我的老板我的爸妈所有的一切…简而言之就是心情好点啥也都顺眼,0.0,0.0,1.0,0.0,0.0,0.0,ISFJ
哥们这一年总共考了两次，一次是很远的早上下雨天，一次是相对近点的早上下雨天 ,0.08,0.0,0.0,0.42,0.32,0.18,ESFP
恐鬼症这道具更新的我只想说原本就不强的实力受到难以撼动的限制让我弱得更加突出了救命 ,0.13,0.28,0.1,0.0,0.54,0.0,ISTP
#俄罗斯已进入战争状态#不知道世界上的哪些战争贩子要开怀大笑了 ,0.19,0.0,0.52,0.12,0.06,0.21,INTP
回老家忘记带pad也忘记带塔罗了，这下闲的时候是真的不知道该干嘛了，，对不起大家了我最近可能会有点吵 ,0.23,0.0,0.0,0.0,0.72,0.0,ISFJ
第[num]届#三丽鸥明星人气评选#开启啦！来为你心仪的大明星投票打call吧！三丽鸥明星人气评选投票[address] ,0.0,0.0,0.52,0.45,0.0,0.06,ISTJ
#一宝妈妈产子#暖子你火了！后面的忘了 社保快来给ee亲亲👄👄👄👄👄👄👄👄👄👄👄 ,0.0,0.0,0.76,0.06,0.0,0.17,ISTJ
姐的高考结束了 之前还没有考试的时候 我想的老好了 在工作 赚钱 跟朋友去旅游 现在呢 找工作不顺利 没有钱 所以 感觉旅游有点泡汤了找工作 也不行 不能要暑假工 就在我姐这 玩几天 明天回去 在家帮忙吧 嗯 就这样吧 永远想的丰富 现实却如此残酷…… ,0.06,0.0,0.13,0.0,0.74,0.0,ESFJ
#集限量明星小卡#我收集到了@晨艺 发布的第[num]张ssr限定卡片，快来和我一起集卡终于。终于 ,0.0,0.0,0.93,0.0,0.0,0.05,INFP
玩梦女选择题 越做越觉得 啊..怎么是在说我妈呀 原来我的梦中情人是我妈 ,0.18,0.0,0.0,0.0,0.18,0.52,ESFJ
[name]neil 😮 #[name]元气ace# 最近家里装修，需要收拾很多，想问有没有马来西亚的奶柚想要从赛时收集的周边和饭制周边，有很多很多，直接打包给你～  ,0.0,0.06,0.71,0.15,0.0,0.05,ISFJ
[name]《如果可以 (电影《月老》主题曲)》如果可以 (电影《月老》主题曲)（@网易云音乐） ,0.0,0.05,0.2,0.58,0.16,0.05,ISFJ
我哭了，我笑了。大半年过去，[name]终于要上晚会了。梦个单人舞台 ,0.0,0.0,0.84,0.09,0.18,0.0,ISFJ
rod#蔡[name]新歌rideordie#cxk#蔡[name]ride or die (至死不渝)#🧣#ride or die -蔡[name][音乐]# ,0.0,0.06,0.3,0.6,0.07,0.0,INTJ
玩儿一晚上狼人杀收一只白玫瑰摆烂，而有些放纵的快乐。威尔士的织物消毒液味道太可了，把头埋进睡衣里就会是满脸的清香，和一夜好梦 ,0.0,0.0,0.93,0.08,0.0,0.0,ENFP
在梦里死掉会在现实中醒来，那在现实中死掉，会在梦里醒来吗？到底什么是梦，什么又是现实呢？ ,0.1,0.17,0.0,0.31,0.36,0.32,INTP
笑死 感觉cody给我宝点的这个泪痣有点突兀 但是靠近眼角的那个痣已经有点遮不住了 ,0.12,0.08,0.46,0.05,0.37,0.15,INFP
